Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Sector,CMP / BV,ROA 12M  %,Debt / Eq,ROE  %,Prom. Hold.  %,Earnings Yield  %,Pledged  %,Ind PE,EV  Rs.Cr.,No. Eq. Shares  Cr.,B.V.  Rs.,Inven TO,Quick Rat,Export  %,Piotski Scr,G Factor,Asset Turnover,Leverage,Unpledged Prom Hold  %,ROIC  %,Debtor days,Ind PBV,Credit Rate,WC Days,BEP  %,Graham's Number  Rs.,Cash Cycle,Days Payable,Days Receivable,Inventory Days,Public Hold  %,FII Hold  %,Chg in FII Hold  %,DII Hold  %,Chg in DII Hold  %
I G Petrochems,502.85,10.01,1548.52,1.99,35.66,-56.14,555.29,-15.86,21.84,Chemicals,1.26,11.09,0.18,17.25,68.74,14.77,0,31.84,1587.68,3.08,399.62,11.51,1.15,0,5,5,1.32,1.45,68.74,21.61,50.36,3.39,,15.74,12.03,672.06,8.17,75.98,50.36,33.79,25.78,3.81,0.1,1.69,-0.26
Primo Chemicals,63.54,18.46,1539.85,0,-3.72,-107.94,109.88,-41.01,43.9,Chemicals,3.79,22.3,0.36,39.38,31.35,8.03,0,17.27,1653.6,24.23,16.78,20.46,0.73,0,7,5,1.18,1.48,31.35,51.58,26.65,2.12,,-19.67,18.3,36.05,-25.53,70.49,26.65,18.32,66.72,0.01,0,1.92,0
Fairchem Organic,1144.65,65.98,1490.44,0.66,6.12,-77.36,160.59,-28.66,21.5,Chemicals,5.75,13.06,0.19,17.72,58.88,2.34,0,31.84,1540.54,1.3,199.11,6.83,1.03,0,6,3,1.94,1.29,58.88,16.72,35.25,3.39,,74.29,10.52,278.79,88.53,8.12,35.25,61.4,29.65,6.24,0.01,5.23,0.04
Refex Industries,673.8,11.97,1489.57,0,22.01,59.05,381.37,43.81,48.06,Chemicals,4.74,20.52,0.47,46.65,52.7,11.55,0,31.84,1628.56,2.21,142.22,155.72,1.55,0,6,6,2.88,1.8,52.7,33.97,54.93,3.39,,51.02,25.02,426.41,8.28,49.42,54.93,2.77,46.47,0.68,0.61,0.15,0.15
Kiri Industries,276.6,28.33,1433.73,0,-2.54,-104.75,227.33,-17.83,-3.08,Chemicals,0.54,3.4,0.02,4.06,26.72,-5.18,0.43,49.95,1380.38,5.18,516.89,3.14,0.72,0,4,2,0.3,1.17,26.61,-14.43,79.5,2.1,,-12.69,-2.23,337.01,-26.03,208.51,79.5,102.99,26.01,46.81,0.28,0.48,0
Gulshan Polyols,222.2,34.75,1385.87,0.75,4.39,-56.92,293.47,8.62,9.04,Chemicals,2.41,5.06,0.43,8.17,66.65,3.6,0,31.84,1629.2,6.24,92.16,12.95,1.43,0,2,4,1.32,1.56,66.65,9.7,43.82,3.39,,71.43,5.93,115.12,43.82,,43.82,0,29.58,0.01,-0.3,3.52,-0.01
Valiant Organics,504.95,17.5,1371.92,0.2,14.93,-42.85,201.84,-24.11,14.75,Chemicals,1.99,8.13,0.4,13.04,38.37,8.21,0.21,31.84,1637.43,2.72,253.66,5.97,0.78,0,5,3,0.87,1.76,38.29,11.71,88.25,3.39,,81.43,10.85,422.95,67.05,89.13,88.25,67.93,60.43,0.3,0.12,0.88,-0.01
Oriental Aromat.,388.15,215.2,1306.26,0.13,-5.93,-168.71,195.69,-16.21,5.19,Chemicals,2.08,2.23,0.37,3.35,74.17,1.59,0,31.84,1526.51,3.37,186.22,1.92,0.89,0,2,2,0.92,1.48,74.17,3.77,81.54,3.39,,223.67,2.46,86.93,259.2,55.05,81.54,232.71,24.96,0.13,0,0.75,-0.03
Ultramarine Pig.,443.9,19.36,1296.19,1.13,15.45,-10.38,123.03,-5.74,10.83,Chemicals,1.77,7.28,0.07,8.35,42.37,6.95,0,49.95,1312.94,2.92,251,4.24,1.93,0,6,3,0.59,1.25,42.37,22.63,28.6,2.1,,79.52,10.76,353.69,78.61,51.83,28.6,101.83,55.99,0.8,0,0.82,0
Prem. Explosives,1149.85,90.64,1236.35,0.15,8.21,551.59,61.95,19.66,6.57,Chemicals,6.34,1.96,0.45,3.47,41.33,2.17,0,31.84,1316.6,1.08,181.4,1.48,0.53,0,8,5,0.59,1.75,41.33,4.75,96.96,3.39,,161.06,7.95,227.55,365.37,66.33,96.96,334.73,55.08,0.26,0.09,3.31,-0.11
Excel Industries,947.75,24.43,1191.39,1.19,5.88,-84.13,214.28,-34.83,9.13,Chemicals,0.96,5.39,0,6.71,52.6,5.98,0,31.84,1107.12,1.26,987.81,4.69,2.1,0,6,2,0.73,1.2,52.6,11.9,52.42,3.39,,60.82,4.44,928.5,67.08,63.68,52.42,78.34,39.68,0.74,-0.11,6.99,0
Ganesh Benzopl.,172.55,21.83,1175.23,0,13.79,23.97,51.2,12.5,20.83,Chemicals,3.17,11.91,0.17,16.46,40.96,6.49,0,31.84,1202.64,6.81,54.43,79,1.21,3.76,5,6,0.45,1.21,40.96,22.83,32.11,3.39,,-4,16.02,100.88,32.11,,32.11,,56.25,2.79,-0.58,0,0
TGV Sraac,105.3,4.82,1127.66,0.95,19.75,-86.59,415.39,-30.31,37.83,Chemicals,1.08,22.07,0.22,40.45,63.18,26.87,0.3,17.27,1297.45,10.71,97.73,11.13,1.07,0,9,6,1.42,1.57,62.99,28.37,35.57,2.12,,39.54,20.71,219.02,80.09,38.52,35.57,83.05,36.08,0.72,-0.33,0.02,0
Transpek Inds.,1970.95,13.27,1100.89,1.4,15.85,-3.35,162.16,-23.32,19.92,Chemicals,1.88,10.35,0.25,15.96,57.47,10.78,0,31.84,1220.3,0.56,1050.27,7.27,1.25,0,9,2,1,1.41,57.47,18.9,52.17,3.39,,60.39,14.83,1873.11,61.27,45.26,52.17,54.36,38.89,1.85,0.05,1.79,0
Bodal Chemicals,84.9,60.19,1066.54,0.12,2.21,-90.19,332.49,-27.55,5.24,Chemicals,0.99,1.8,0.65,3.57,57.39,3.83,0,49.95,1745.91,12.56,85.79,2.45,0.9,0,3,2,0.74,1.96,57.39,4.48,83.04,2.1,,126.84,3.16,52.54,124.82,76.35,83.04,118.13,40.22,2.37,-0.06,0.01,-0.13
Heubach Colorant,461.35,83.06,1064.88,0,16,46.25,209.35,-4.88,10.99,Chemicals,2.46,3.37,0,5.16,54.37,5.16,0,31.84,1026.06,2.31,187.34,3.43,1.47,0,7,2,1.18,1.5,54.37,5.92,103.69,3.39,,91.37,8,210.31,67.07,135.18,103.69,98.56,43.37,0.29,-0.05,1.96,-0.02
Jubilant Inds.,699.4,20.24,1053.79,0,20.54,-3.87,348.74,-1.77,27.26,Chemicals,5.18,9.1,0.94,36.21,74.78,7.49,0,31.84,1241.03,1.51,134.97,4.7,0.72,20.34,4,4,2.14,3.36,74.78,18.28,64.19,3.39,,53.82,13.64,349.63,69.09,66.8,64.19,71.69,25.2,0,0,0.02,0
Sr.Rayala.Hypo,605.35,7.28,1039.07,0.66,24.32,-32.33,260.81,-54.23,28.2,Chemicals,1.38,18.09,0.02,23.36,62.09,21.39,0,31.84,826.31,1.72,437.55,9.23,2.94,0,7,5,1.93,1.14,62.09,28.55,32.95,3.39,,47.03,19.23,904.65,49.22,20.62,32.95,36.89,37.27,0.6,0.01,0.04,0
Chemcon Special.,279.65,28.81,1024.38,1.43,5.91,-76.79,79.33,-11.27,15.52,Chemicals,2.24,10.48,0.14,12.6,74.46,5.22,13.93,31.84,957.57,3.66,124.86,3.09,2.55,0,3,2,0.58,1.15,64.09,13.23,81.46,3.39,,183.85,9.04,165.14,201.24,44.4,81.46,164.18,25.25,0.01,-0.09,0.27,0
HP Adhesives,531.05,64.67,975.8,0,4.51,229.2,59.32,-3.76,11.96,Chemicals,6.58,6.24,0.06,8.3,71.35,2.27,0,31.84,982.93,1.84,80.7,3.91,1.72,0,6,4,1.23,1.28,71.35,12.45,58.35,3.39,,107.09,12.11,117.58,111.76,43.91,58.35,97.32,26.47,0.1,0.09,2.09,1.52
DMCC Speciality,352.6,233.26,879.38,0.28,3.14,-49.52,85.57,-24.53,7.45,Chemicals,4.44,1.75,0.41,3.51,53.84,1.78,0,31.84,958.64,2.49,79.35,5.6,0.64,0,6,3,0.98,1.98,53.84,5.55,49.37,3.39,,15.15,4.27,51.95,6.34,120.61,49.37,77.57,44.9,0,-0.05,1.24,0
Oriental Carbon,867.2,17.34,866.34,1.61,17.3,8.82,124.8,-18.38,11.08,Chemicals,1.44,6.19,0.28,8.46,51.76,8.42,0,31.84,1025.38,1,602.93,3.76,0.7,0,9,3,0.61,1.45,51.76,10.78,55.54,3.39,,73.85,9.75,823.66,129.96,43.87,55.54,118.29,34.72,0.69,-0.6,12.84,-0.3
Tuticorin Alkali,69.61,7.99,848.1,0,19.42,34.3,98.6,-11.55,,Chemicals,87.7,29.65,0.4,,75,10.2,0,17.27,851.89,12.18,0.79,7.81,0.72,0,7,4,1.5,35.28,75,29.53,123.85,2.12,,-17.48,16.15,12.47,-39.57,217.51,123.85,54.09,18.45,6.54,0,0,0
Natl. Peroxide,1470.3,23.85,844.98,0.34,4.32,857.89,79.54,4.93,4.88,Chemicals,0.93,2.96,0.02,3.36,70.76,6.09,0,31.84,851.26,0.57,1584.24,7.18,2.07,0,9,5,0.36,1.14,70.76,8.66,23.53,3.39,,70.74,5.18,1482.4,51.17,45.23,23.53,72.87,29.23,0,0,0.01,0
Indo Amines,118.4,18.77,837.06,0.42,12.15,43.96,243.62,-5.67,17.37,Chemicals,3.71,7.1,1.03,19.79,67.37,7.61,0,31.84,1050.86,7.07,31.88,5.07,0.77,0,7,4,1.64,2.56,67.37,12.24,72.4,3.39,,84.66,13.39,67.26,90.13,57.83,72.4,75.56,32.63,0,-0.06,0,0
Nitta Gelatin,909.05,9.9,825.42,0.83,28.15,124.92,128.29,-4.55,33.77,Chemicals,3.08,20.16,0.13,28.68,74.48,14.38,0,31.84,829.85,0.91,294.74,3.35,1.55,0,9,6,1.59,1.31,74.48,26.27,56.65,3.39,,90.41,32.51,790.72,143.73,38.89,56.65,125.98,25.26,0,0,0.26,0
T N Petro Prod.,89.65,9.98,806.58,1.67,15.42,-46.48,451.1,-18.87,15.36,Chemicals,0.98,9.02,0.09,11.97,34.54,22.27,0,31.84,509.51,9,91.74,10.88,2.78,0,4,6,2.06,1.26,34.54,11.83,23.57,3.39,,36.41,10.25,136.16,45.53,27.05,23.57,49.01,57.46,7.94,-0.08,0.03,0
Bhageria Indust.,164.05,51.44,715.98,0.61,1.29,-46.47,97.5,-9.82,4.04,Chemicals,1.42,2.17,0.07,2.72,71.75,3.08,0,49.95,735.08,4.36,115.57,7.02,2.12,9.57,4,1,0.79,1.25,71.75,2.9,92.8,2.1,,113.83,3.6,91.07,96.08,41.3,92.8,44.58,28.25,0,0,0,0
Andhra Petrochem,82.49,,700.92,1.82,1.18,-95.96,190.67,-22.46,6.4,Chemicals,1.39,3.19,0.18,4.05,45.04,0.06,0,31.84,512.42,8.5,59.46,9.39,9.31,0,3,6,1.07,1.27,45.04,4.63,0.69,3.39,,38.63,0.05,,42.41,3.47,0.69,45.19,54.57,0.35,0,0.02,0
Sh.Pushkar Chem.,217.55,22.42,688.02,0.69,7.89,-45.32,175.53,4.01,11.62,Chemicals,1.57,5.81,0.15,8.94,68.61,6.68,0,49.95,749.79,3.16,138.37,4.94,1.38,0,5,2,1.07,1.46,68.61,7.32,68.27,2.1,,112.5,7.63,173.82,57.19,81.13,68.27,70.05,28.96,1.37,0.04,1.06,-0.08
Sunshield Chem.,907.1,48.76,667,0.22,3.84,0.52,66.68,6.36,19.26,Chemicals,10.11,7.79,1.17,22.83,62.36,3.6,0,31.84,742.33,0.74,89.76,5.24,0.9,0,6,3,1.4,2.66,62.36,13.06,59.81,3.39,,95.63,15.07,193.84,88.62,54.01,59.81,82.82,34.14,3.5,1.83,0.01,0
Amines & Plast.,121.15,26.66,666.57,0.41,7.92,39.19,137,-1.01,16.1,Chemicals,3.65,6.99,0.46,13.26,73.17,5.86,0,31.84,742.16,5.5,33.2,5.31,1.38,0,5,5,1.83,1.79,73.17,11.41,74.23,3.39,,108.95,12.65,58.26,86.07,52.13,74.23,63.97,26.83,0,0,0,0
Plastiblends (I),237.8,25.2,618.02,1.68,7.65,-23.35,195.67,-4.19,9.2,Chemicals,1.56,5.28,0.02,6.82,63.37,5.58,0,31.84,622.35,2.6,151.96,4.74,2.06,0,7,4,1.5,1.27,63.37,7.8,44.28,3.39,,85.63,7.17,179.6,102.46,17.42,44.28,75.6,35.65,0.75,0,0.22,0
Jayant Agro Org.,204.7,15.18,614.1,2.44,11.61,-45.39,555.07,-41.25,13.9,Chemicals,1.21,6.71,0.17,10.13,67.12,10.06,0,31.84,688.2,3,169.1,8.12,1.16,0,7,6,3.59,1.52,67.12,10.42,19.42,3.39,,45.54,9.09,226.55,46.75,14,19.42,41.33,32.76,0.09,0.05,0.02,0
