Sector Name,Dummy,Percentage Allocation,Scheme Name,Fund House,Type,Sub-Category,Category
Financial Services,,24.42%,Aditya Birla Sun Life International Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Fast Moving Consumer Goods,,16.84%,Aditya Birla Sun Life International Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Capital Goods,,15.15%,Aditya Birla Sun Life International Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Healthcare,,14.67%,Aditya Birla Sun Life International Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Information Technology,,9.27%,Aditya Birla Sun Life International Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Financial Services,,84.80%,Aditya Birla Sun Life Interval Income Fund Quarterly Plan - Series I,Aditya Birla Sun Life Mutual Fund,Interval,FMP,Debt
Services,,8.43%,Aditya Birla Sun Life Interval Income Fund Quarterly Plan - Series I,Aditya Birla Sun Life Mutual Fund,Interval,FMP,Debt
Realty,,6.74%,Aditya Birla Sun Life Interval Income Fund Quarterly Plan - Series I,Aditya Birla Sun Life Mutual Fund,Interval,FMP,Debt
Current Assets,,0.03%,Aditya Birla Sun Life Interval Income Fund Quarterly Plan - Series I,Aditya Birla Sun Life Mutual Fund,Interval,FMP,Debt
Financial Services,,72.58%,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Liquid Fund,Debt
Sovereign,,11.47%,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Liquid Fund,Debt
Services,,5.39%,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Liquid Fund,Debt
Realty,,3.56%,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Liquid Fund,Debt
Metals & Mining,,2.18%,Aditya Birla Sun Life Liquid Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Liquid Fund,Debt
Sovereign,,90.36%,Aditya Birla Sun Life Long Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Long Duration Fund,Debt
Financial Services,,6.01%,Aditya Birla Sun Life Long Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Long Duration Fund,Debt
Current Assets,,3.49%,Aditya Birla Sun Life Long Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Long Duration Fund,Debt
Mutual Funds,,0.14%,Aditya Birla Sun Life Long Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Long Duration Fund,Debt
Financial Services,,78.03%,Aditya Birla Sun Life Low Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Low Duration Fund,Debt
Sovereign,,14.45%,Aditya Birla Sun Life Low Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Low Duration Fund,Debt
Realty,,3.63%,Aditya Birla Sun Life Low Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Low Duration Fund,Debt
Construction,,1.78%,Aditya Birla Sun Life Low Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Low Duration Fund,Debt
Metals & Mining,,1.07%,Aditya Birla Sun Life Low Duration Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Low Duration Fund,Debt
Capital Goods,,24.65%,Aditya Birla Sun Life Manufacturing Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Fast Moving Consumer Goods,,15.80%,Aditya Birla Sun Life Manufacturing Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Metals & Mining,,11.32%,Aditya Birla Sun Life Manufacturing Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Automobile and Auto Components,,10.95%,Aditya Birla Sun Life Manufacturing Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Consumer Durables,,9.93%,Aditya Birla Sun Life Manufacturing Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Sovereign,,44.24%,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Medium Duration Fund,Debt
Financial Services,,29.58%,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Medium Duration Fund,Debt
Construction,,5.05%,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Medium Duration Fund,Debt
Realty,,4.70%,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Medium Duration Fund,Debt
Current Assets,,4.35%,Aditya Birla Sun Life Medium Term Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Medium Duration Fund,Debt
Financial Services,,20.46%,Aditya Birla Sun Life Mid Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Mid Cap Fund,Equity
Capital Goods,,14.54%,Aditya Birla Sun Life Mid Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Mid Cap Fund,Equity
Healthcare,,9.02%,Aditya Birla Sun Life Mid Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Mid Cap Fund,Equity
Chemicals,,7.97%,Aditya Birla Sun Life Mid Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Mid Cap Fund,Equity
Information Technology,,5.98%,Aditya Birla Sun Life Mid Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Mid Cap Fund,Equity
Fast Moving Consumer Goods,,18.85%,Aditya Birla Sun Life MNC Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Healthcare,,16.15%,Aditya Birla Sun Life MNC Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Capital Goods,,15.07%,Aditya Birla Sun Life MNC Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Automobile and Auto Components,,13.20%,Aditya Birla Sun Life MNC Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Financial Services,,10.07%,Aditya Birla Sun Life MNC Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Mutual Funds,,97.55%,Aditya Birla Sun Life Multi - Index Fund of Funds,Aditya Birla Sun Life Mutual Fund,Open Ended,FoF - Domestic,Other
Current Assets,,2.45%,Aditya Birla Sun Life Multi - Index Fund of Funds,Aditya Birla Sun Life Mutual Fund,Open Ended,FoF - Domestic,Other
Financial Services,,29.90%,Aditya Birla Sun Life Multi Asset Allocation Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Asset Allocation,Hybrid
Mutual Funds,,12.84%,Aditya Birla Sun Life Multi Asset Allocation Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Asset Allocation,Hybrid
Information Technology,,5.84%,Aditya Birla Sun Life Multi Asset Allocation Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Asset Allocation,Hybrid
Healthcare,,5.65%,Aditya Birla Sun Life Multi Asset Allocation Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Asset Allocation,Hybrid
Automobile and Auto Components,,4.96%,Aditya Birla Sun Life Multi Asset Allocation Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Asset Allocation,Hybrid
Financial Services,,27.96%,Aditya Birla Sun Life Multi-Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Cap Fund,Equity
Capital Goods,,11.66%,Aditya Birla Sun Life Multi-Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Cap Fund,Equity
Automobile and Auto Components,,8.43%,Aditya Birla Sun Life Multi-Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Cap Fund,Equity
Healthcare,,7.75%,Aditya Birla Sun Life Multi-Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Cap Fund,Equity
Information Technology,,7.31%,Aditya Birla Sun Life Multi-Cap Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Multi Cap Fund,Equity
Mutual Funds,,99.34%,Aditya Birla Sun Life NASDAQ 100 FOF,Aditya Birla Sun Life Mutual Fund,Open Ended,FoF - Overseas,Other
Current Assets,,0.66%,Aditya Birla Sun Life NASDAQ 100 FOF,Aditya Birla Sun Life Mutual Fund,Open Ended,FoF - Overseas,Other
Automobile and Auto Components,,19.40%,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Healthcare,,18.33%,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Capital Goods,,17.95%,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Financial Services,,12.61%,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Consumer Services,,5.02%,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Fast Moving Consumer Goods,,29.10%,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Information Technology,,25.99%,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Consumer Durables,,8.92%,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Automobile and Auto Components,,6.80%,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
"Oil, Gas & Consumable Fuels",,6.62%,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Financial Services,,19.94%,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Automobile and Auto Components,,12.23%,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,11.80%,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Fast Moving Consumer Goods,,10.18%,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Healthcare,,9.95%,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Financial Services,,35.24%,Aditya Birla Sun Life Nifty 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Information Technology,,13.61%,Aditya Birla Sun Life Nifty 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
"Oil, Gas & Consumable Fuels",,11.39%,Aditya Birla Sun Life Nifty 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Fast Moving Consumer Goods,,9.16%,Aditya Birla Sun Life Nifty 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Automobile and Auto Components,,6.48%,Aditya Birla Sun Life Nifty 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Financial Services,,35.26%,Aditya Birla Sun Life Nifty 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,13.62%,Aditya Birla Sun Life Nifty 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
"Oil, Gas & Consumable Fuels",,11.40%,Aditya Birla Sun Life Nifty 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Fast Moving Consumer Goods,,9.16%,Aditya Birla Sun Life Nifty 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Automobile and Auto Components,,6.48%,Aditya Birla Sun Life Nifty 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Financial Services,,99.99%,Aditya Birla Sun Life Nifty Bank ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Current Assets,,0.01%,Aditya Birla Sun Life Nifty Bank ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Healthcare,,99.80%,Aditya Birla Sun Life Nifty Healthcare ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Current Assets,,0.20%,Aditya Birla Sun Life Nifty Healthcare ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Information Technology,,99.97%,Aditya Birla Sun Life Nifty IT ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Current Assets,,0.03%,Aditya Birla Sun Life Nifty IT ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Financial Services,,22.13%,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Capital Goods,,13.31%,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Healthcare,,10.87%,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Automobile and Auto Components,,7.24%,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,6.86%,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Financial Services,,20.30%,Aditya Birla Sun Life Nifty Next 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Fast Moving Consumer Goods,,12.66%,Aditya Birla Sun Life Nifty Next 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Consumer Services,,11.61%,Aditya Birla Sun Life Nifty Next 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Capital Goods,,11.12%,Aditya Birla Sun Life Nifty Next 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Chemicals,,6.57%,Aditya Birla Sun Life Nifty Next 50 ETF,Aditya Birla Sun Life Mutual Fund,Open Ended,ETFs - Others,Other
Financial Services,,20.35%,Aditya Birla Sun Life Nifty Next 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Fast Moving Consumer Goods,,12.69%,Aditya Birla Sun Life Nifty Next 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Consumer Services,,11.64%,Aditya Birla Sun Life Nifty Next 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Capital Goods,,11.15%,Aditya Birla Sun Life Nifty Next 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Chemicals,,6.58%,Aditya Birla Sun Life Nifty Next 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,98.33%,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,1.67%,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,97.94%,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,2.06%,Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Sovereign,,96.81%,Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Current Assets,,3.19%,Aditya Birla Sun Life Nifty SDL Sep 2027 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Financial Services,,27.65%,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Capital Goods,,13.91%,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Information Technology,,11.28%,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Healthcare,,8.76%,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Automobile and Auto Components,,6.93%,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Index Funds,Other
Healthcare,,93.02%,Aditya Birla Sun Life Pharma & Healthcare Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Sectoral,Equity
Current Assets,,4.41%,Aditya Birla Sun Life Pharma & Healthcare Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Sectoral,Equity
Financial Services,,1.28%,Aditya Birla Sun Life Pharma & Healthcare Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Sectoral,Equity
Consumer Services,,0.73%,Aditya Birla Sun Life Pharma & Healthcare Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Sectoral,Equity
Chemicals,,0.56%,Aditya Birla Sun Life Pharma & Healthcare Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Sectoral,Equity
Financial Services,,30.97%,Aditya Birla Sun Life PSU Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
"Oil, Gas & Consumable Fuels",,23.00%,Aditya Birla Sun Life PSU Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Power,,14.28%,Aditya Birla Sun Life PSU Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Capital Goods,,10.08%,Aditya Birla Sun Life PSU Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Current Assets,,8.85%,Aditya Birla Sun Life PSU Equity Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Thematic,Equity
Financial Services,,25.63%,Aditya Birla Sun Life Pure Value Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Value Fund,Equity
Information Technology,,11.67%,Aditya Birla Sun Life Pure Value Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Value Fund,Equity
Capital Goods,,11.04%,Aditya Birla Sun Life Pure Value Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Value Fund,Equity
Automobile and Auto Components,,7.26%,Aditya Birla Sun Life Pure Value Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Value Fund,Equity
Healthcare,,6.59%,Aditya Birla Sun Life Pure Value Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Value Fund,Equity
Financial Services,,48.92%,Aditya Birla Sun Life Regular Savings Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Sovereign,,27.85%,Aditya Birla Sun Life Regular Savings Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Current Assets,,3.02%,Aditya Birla Sun Life Regular Savings Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Realty,,3.00%,Aditya Birla Sun Life Regular Savings Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Automobile and Auto Components,,2.59%,Aditya Birla Sun Life Regular Savings Fund,Aditya Birla Sun Life Mutual Fund,Open Ended,Conservative Hybrid Fund,Hybrid
Financial Services,,33.44%,Aditya Birla Sun Life Retirement Fund - The 30s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Healthcare,,9.94%,Aditya Birla Sun Life Retirement Fund - The 30s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Automobile and Auto Components,,9.08%,Aditya Birla Sun Life Retirement Fund - The 30s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Fast Moving Consumer Goods,,7.69%,Aditya Birla Sun Life Retirement Fund - The 30s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Information Technology,,6.29%,Aditya Birla Sun Life Retirement Fund - The 30s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Financial Services,,26.85%,Aditya Birla Sun Life Retirement Fund - The 40s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Sovereign,,12.70%,Aditya Birla Sun Life Retirement Fund - The 40s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Healthcare,,9.53%,Aditya Birla Sun Life Retirement Fund - The 40s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Current Assets,,9.14%,Aditya Birla Sun Life Retirement Fund - The 40s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Automobile and Auto Components,,7.27%,Aditya Birla Sun Life Retirement Fund - The 40s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Sovereign,,54.76%,Aditya Birla Sun Life Retirement Fund - The 50s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Financial Services,,15.79%,Aditya Birla Sun Life Retirement Fund - The 50s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Current Assets,,14.03%,Aditya Birla Sun Life Retirement Fund - The 50s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Healthcare,,3.24%,Aditya Birla Sun Life Retirement Fund - The 50s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Automobile and Auto Components,,2.01%,Aditya Birla Sun Life Retirement Fund - The 50s Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Sovereign,,72.73%,Aditya Birla Sun Life Retirement Fund - The 50s Plus-Debt Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Financial Services,,13.69%,Aditya Birla Sun Life Retirement Fund - The 50s Plus-Debt Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
Telecommunication,,11.75%,Aditya Birla Sun Life Retirement Fund - The 50s Plus-Debt Plan,Aditya Birla Sun Life Mutual Fund,Open Ended,Retirement Fund,Solution Oriented
